mcrnum,rsrr,z2_rsrr,HRRCODE,HRRNAME
60112,0.26720643,-0.57191926,103,"Denver,CO"
60113,0.23547918,-0.95634109,103,"Denver,CO"
60114,0.27271107,-0.50522256,103,"Denver,CO"
280061,0.27700731,-0.45316735,103,"Denver,CO"
60010,0.29483977,-0.2371012,104,"Fort Collins,CO"
530014,0.27772555,-0.44446486,104,"Fort Collins,CO"
60006,0.28670365,-0.33568215,105,"Grand Junction,CO"
60023,0.24480805,-0.84330821,105,"Grand Junction,CO"
60054,0.26403248,-0.61037624,105,"Grand Junction,CO"
60071,0.27727371,-0.44993949,105,"Grand Junction,CO"
60075,0.28275833,-0.38348544,105,"Grand Junction,CO"
60001,0.30539203,-0.10924526,106,"Greeley,CO"
60030,0.2564337,-0.70244658,106,"Greeley,CO"
60076,0.29066083,-0.28773513,106,"Greeley,CO"
60119,0.3489148,0.41809642,106,"Greeley,CO"
60012,0.27907929,-0.42806232,107,"Pueblo,CO"
60020,0.27555245,-0.47079509,107,"Pueblo,CO"
70006,0.34154087,0.32875055,109,"Bridgeport,CT"
70010,0.35437113,0.48420778,109,"Bridgeport,CT"
70018,0.35557535,0.4987987,109,"Bridgeport,CT"
70028,0.3703253,0.67751569,109,"Bridgeport,CT"
70034,0.34056085,0.3168762,109,"Bridgeport,CT"
70002,0.36671671,0.63379246,110,"Hartford,CT"
70003,0.3629542,0.58820415,110,"Hartford,CT"
70004,0.30214593,-0.14857645,110,"Hartford,CT"
70008,0.39134008,0.93214029,110,"Hartford,CT"
70011,0.3397505,0.30705756,110,"Hartford,CT"
70012,0.32040882,0.072705038,110,"Hartford,CT"
70020,0.33613271,0.26322275,110,"Hartford,CT"
70021,0.33010545,0.19019383,110,"Hartford,CT"
70024,0.35660899,0.51132268,110,"Hartford,CT"
70025,0.36249933,0.58269268,110,"Hartford,CT"
70027,0.3201122,0.069111019,110,"Hartford,CT"
70029,0.37630251,0.74993831,110,"Hartford,CT"
70035,0.35761449,0.52350575,110,"Hartford,CT"
70036,0.3568128,0.51379222,110,"Hartford,CT"
70040,0.35620487,0.50642616,110,"Hartford,CT"
70001,0.42131832,1.2953703,111,"New Haven,CT"
70005,0.3579846,0.52799022,111,"New Haven,CT"
70007,0.30138472,-0.15779963,111,"New Haven,CT"
70015,0.28650111,-0.33813617,111,"New Haven,CT"
70016,0.40421304,1.088115,111,"New Haven,CT"
70017,0.37206528,0.69859809,111,"New Haven,CT"
70019,0.38847172,0.89738601,111,"New Haven,CT"
70022,0.37774876,0.76746172,111,"New Haven,CT"
70031,0.35522872,0.49459875,111,"New Haven,CT"
70033,0.35067222,0.43939003,111,"New Haven,CT"
70039,0.44341677,1.5631253,111,"New Haven,CT"
330273,0.37483442,0.73215026,111,"New Haven,CT"
80001,0.31474891,0.004127022,112,"Wilmington,DE"
80003,0.34326813,0.34967875,112,"Wilmington,DE"
80004,0.29740441,-0.20602687,112,"Wilmington,DE"
210032,0.38011244,0.79610115,112,"Wilmington,DE"
310091,0.39670581,0.99715394,112,"Wilmington,DE"
90001,0.32095873,0.079368025,113,"Washington,DC"
90003,0.3278237,0.16254705,113,"Washington,DC"
90004,0.34621781,0.38541847,113,"Washington,DC"
90005,0.29774222,-0.20193382,113,"Washington,DC"
90006,0.31337056,-0.012573781,113,"Washington,DC"
90008,0.29395053,-0.24787565,113,"Washington,DC"
90011,0.32438031,0.12082538,113,"Washington,DC"
210001,0.31572744,0.015983328,113,"Washington,DC"
210005,0.31638747,0.023980577,113,"Washington,DC"
210022,0.32383007,0.11415841,113,"Washington,DC"
210023,0.31865144,0.051411781,113,"Washington,DC"
210028,0.33944637,0.30337256,113,"Washington,DC"
210035,0.36500919,0.61310333,113,"Washington,DC"
210039,0.29120037,-0.28119782,113,"Washington,DC"
210054,0.32117426,0.081979491,113,"Washington,DC"
210057,0.31912726,0.057177082,113,"Washington,DC"
100035,0.31432277,-0.001036325,115,"Bradenton,FL"
100213,0.32147959,0.085678943,115,"Bradenton,FL"
100299,0.29510954,-0.23383252,115,"Bradenton,FL"
100043,0.30738828,-0.085057795,116,"Clearwater,FL"
100055,0.2704137,-0.53305858,116,"Clearwater,FL"
100127,0.30263808,-0.14261328,116,"Clearwater,FL"
100248,0.34395263,0.35797244,116,"Clearwater,FL"
100265,0.33285514,0.22351022,116,"Clearwater,FL"
100002,0.3077262,-0.080963299,118,"Fort Lauderdale,FL"
100039,0.31802124,0.043775994,118,"Fort Lauderdale,FL"
100044,0.31037259,-0.048898481,118,"Fort Lauderdale,FL"
100073,0.29354793,-0.25275373,118,"Fort Lauderdale,FL"
100080,0.3313112,0.20480315,118,"Fort Lauderdale,FL"
100086,0.34000495,0.31014064,118,"Fort Lauderdale,FL"
100130,0.36065391,0.56033278,118,"Fort Lauderdale,FL"
100167,0.31169838,-0.032834657,118,"Fort Lauderdale,FL"
100168,0.28614515,-0.34244913,118,"Fort Lauderdale,FL"
100176,0.34186357,0.33266053,118,"Fort Lauderdale,FL"
100189,0.31497332,0.006846094,118,"Fort Lauderdale,FL"
100200,0.30220357,-0.1478781,118,"Fort Lauderdale,FL"
100224,0.29891273,-0.18775131,118,"Fort Lauderdale,FL"
100228,0.3193436,0.059798293,118,"Fort Lauderdale,FL"
100234,0.35655397,0.51065606,118,"Fort Lauderdale,FL"
100253,0.29162619,-0.27603844,118,"Fort Lauderdale,FL"
100258,0.2981495,-0.19699904,118,"Fort Lauderdale,FL"
100260,0.32597622,0.1401622,118,"Fort Lauderdale,FL"
100268,0.31964377,0.063435279,118,"Fort Lauderdale,FL"
100269,0.29606789,-0.22222069,118,"Fort Lauderdale,FL"
100275,0.3224372,0.097281761,118,"Fort Lauderdale,FL"
100276,0.35525966,0.49497357,118,"Fort Lauderdale,FL"
100287,0.29576775,-0.2258573,118,"Fort Lauderdale,FL"
100288,0.31454456,0.00165097,118,"Fort Lauderdale,FL"
100012,0.30385441,-0.12787578,119,"Fort Myers,FL"
100018,0.27760601,-0.44591323,119,"Fort Myers,FL"
100047,0.35447785,0.48550087,119,"Fort Myers,FL"
100077,0.37736917,0.76286238,119,"Fort Myers,FL"
100107,0.34637058,0.38726947,119,"Fort Myers,FL"
100220,0.32939795,0.18162136,119,"Fort Myers,FL"
100236,0.33488256,0.2480754,119,"Fort Myers,FL"
100244,0.30311286,-0.13686062,119,"Fort Myers,FL"
100286,0.28473961,-0.35947928,119,"Fort Myers,FL"
100102,0.31644809,0.024715051,120,"Gainesville,FL"
100113,0.36576587,0.6222716,120,"Gainesville,FL"
100156,0.37204733,0.69838071,120,"Gainesville,FL"
100204,0.30466998,-0.11799395,120,"Gainesville,FL"
100232,0.31042215,-0.048297975,120,"Gainesville,FL"
100063,0.31855264,0.050214741,122,"Hudson,FL"
100071,0.31202564,-0.028869433,122,"Hudson,FL"
100191,0.34664303,0.39057061,122,"Hudson,FL"
100256,0.32611436,0.1418359,122,"Hudson,FL"
100264,0.3201434,0.069489092,122,"Hudson,FL"
100001,0.31981376,0.065494984,123,"Jacksonville,FL"
100040,0.33064821,0.19677016,123,"Jacksonville,FL"
100088,0.31862855,0.05113446,123,"Jacksonville,FL"
100090,0.35411832,0.48114458,123,"Jacksonville,FL"
100117,0.34965095,0.42701593,123,"Jacksonville,FL"
100140,0.2533519,-0.7397871,123,"Jacksonville,FL"
100151,0.3056314,-0.10634492,123,"Jacksonville,FL"
100179,0.34279197,0.34390947,123,"Jacksonville,FL"
100226,0.34651688,0.38904208,123,"Jacksonville,FL"
100307,0.35164168,0.45113659,123,"Jacksonville,FL"
110003,0.2909925,-0.28371647,123,"Jacksonville,FL"
110025,0.2825864,-0.38556862,123,"Jacksonville,FL"
110089,0.34199229,0.33422011,123,"Jacksonville,FL"
110146,0.28870338,-0.31145245,123,"Jacksonville,FL"
100121,0.31435147,-0.000688587,124,"Lakeland,FL"
100132,0.32439622,0.1210182,124,"Lakeland,FL"
100157,0.34439793,0.363368,124,"Lakeland,FL"
100008,0.32439101,0.12095501,127,"Miami,FL"
100009,0.40259841,1.0685514,127,"Miami,FL"
100022,0.38465366,0.85112464,127,"Miami,FL"
100029,0.36563766,0.62071818,127,"Miami,FL"
100034,0.31718701,0.033668127,127,"Miami,FL"
100038,0.34362623,0.3540177,127,"Miami,FL"
100050,0.43357301,1.4438536,127,"Miami,FL"
100053,0.37282202,0.70776707,127,"Miami,FL"
100061,0.31016999,-0.051353227,127,"Miami,FL"
100076,0.3303355,0.19298115,127,"Miami,FL"
100125,0.33500844,0.24960066,127,"Miami,FL"
100131,0.3422929,0.33786252,127,"Miami,FL"
100150,0.26476878,-0.60145497,127,"Miami,FL"
100154,0.27704433,-0.45271885,127,"Miami,FL"
100181,0.37597045,0.745915,127,"Miami,FL"
100183,0.35563421,0.49951187,127,"Miami,FL"
100187,0.37010226,0.67481327,127,"Miami,FL"
100209,0.30025613,-0.17147407,127,"Miami,FL"
100230,0.31735593,0.035714831,127,"Miami,FL"
100281,0.3446103,0.36594117,127,"Miami,FL"
100284,0.37170988,0.69429195,127,"Miami,FL"
100285,0.31248158,-0.023344988,127,"Miami,FL"
100289,0.3115162,-0.035042051,127,"Miami,FL"
100296,0.34020719,0.31259105,127,"Miami,FL"
100023,0.25866142,-0.6754545,129,"Ocala,FL"
100062,0.30124623,-0.15947767,129,"Ocala,FL"
100212,0.29128906,-0.28012317,129,"Ocala,FL"
100249,0.2960822,-0.22204736,129,"Ocala,FL"
100006,0.36385667,0.59913892,130,"Orlando,FL"
100007,0.37381327,0.71977758,130,"Orlando,FL"
100019,0.3273631,0.15696628,130,"Orlando,FL"
100028,0.31543595,0.012451425,130,"Orlando,FL"
100030,0.35267079,0.46360567,130,"Orlando,FL"
100045,0.32324219,0.10703539,130,"Orlando,FL"
100049,0.32981166,0.18663412,130,"Orlando,FL"
100051,0.31404611,-0.004388402,130,"Orlando,FL"
100052,0.34474084,0.36752278,130,"Orlando,FL"
100057,0.31363693,-0.009346283,130,"Orlando,FL"
100072,0.34808731,0.40807018,130,"Orlando,FL"
100084,0.33556783,0.2563785,130,"Orlando,FL"
100092,0.31514728,0.008953826,130,"Orlando,FL"
100099,0.41385469,1.2049376,130,"Orlando,FL"
100105,0.29042089,-0.29064235,130,"Orlando,FL"
100109,0.3159138,0.018241277,130,"Orlando,FL"
100110,0.38422593,0.84594214,130,"Orlando,FL"
100137,0.33453792,0.24389964,130,"Orlando,FL"
100161,0.31268317,-0.020902518,130,"Orlando,FL"
100177,0.28756174,-0.32528505,130,"Orlando,FL"
100217,0.27785704,-0.44287169,130,"Orlando,FL"
100246,0.35801473,0.5283553,130,"Orlando,FL"
100252,0.36687854,0.63575321,130,"Orlando,FL"
100290,0.318014,0.043688249,130,"Orlando,FL"
100291,0.30289376,-0.13951541,130,"Orlando,FL"
100302,0.40888488,1.1447212,130,"Orlando,FL"
100014,0.3177563,0.04056583,131,"Ormond Beach,FL"
100017,0.32798618,0.16451576,131,"Ormond Beach,FL"
100068,0.31010598,-0.052128866,131,"Ormond Beach,FL"
100118,0.30421811,-0.12346892,131,"Ormond Beach,FL"
100026,0.27835998,-0.4367778,133,"Panama City,FL"
100242,0.27237362,-0.50931132,133,"Panama City,FL"
10036,0.30357161,-0.13130224,134,"Pensacola,FL"
10066,0.33152786,0.20742834,134,"Pensacola,FL"
10099,0.33193064,0.21230859,134,"Pensacola,FL"
10169,0.28914949,-0.30604717,134,"Pensacola,FL"
100025,0.28913209,-0.30625805,134,"Pensacola,FL"
100048,0.3001745,-0.17246312,134,"Pensacola,FL"
100054,0.26875737,-0.55312735,134,"Pensacola,FL"
100081,0.33426285,0.24056672,134,"Pensacola,FL"
100093,0.32533836,0.13243361,134,"Pensacola,FL"
100122,0.32328287,0.10752829,134,"Pensacola,FL"
100124,0.32359281,0.11128371,134,"Pensacola,FL"
100223,0.29617485,-0.22092471,134,"Pensacola,FL"
100231,0.28087538,-0.40630001,134,"Pensacola,FL"
100266,0.2691969,-0.54780185,134,"Pensacola,FL"
100292,0.33818096,0.28804031,134,"Pensacola,FL"
100070,0.26264611,-0.6271742,137,"Sarasota,FL"
100087,0.25850147,-0.67739254,137,"Sarasota,FL"
100166,0.28852645,-0.31359628,137,"Sarasota,FL"
100175,0.38226816,0.82222086,137,"Sarasota,FL"
100267,0.27751932,-0.44696367,137,"Sarasota,FL"
100032,0.34795177,0.40642789,139,"St. Petersburg,FL"
100067,0.31659496,0.026494544,139,"St. Petersburg,FL"
100126,0.31447065,0.000755446,139,"St. Petersburg,FL"
100180,0.40876722,1.1432955,139,"St. Petersburg,FL"
100238,0.39229479,0.94370812,139,"St. Petersburg,FL"
100239,0.33169827,0.2094931,139,"St. Petersburg,FL"
100106,0.31365559,-0.009120236,140,"Tallahassee,FL"
100135,0.28727582,-0.32874942,140,"Tallahassee,FL"
100254,0.34986773,0.42964256,140,"Tallahassee,FL"
110038,0.25298578,-0.74422318,140,"Tallahassee,FL"
110095,0.2453998,-0.83613825,140,"Tallahassee,FL"
110101,0.34967759,0.42733875,140,"Tallahassee,FL"
110105,0.32980341,0.18653411,140,"Tallahassee,FL"
110112,0.3371022,0.27496964,140,"Tallahassee,FL"
110121,0.28498,-0.35656664,140,"Tallahassee,FL"
110122,0.30324429,-0.13526818,140,"Tallahassee,FL"
110132,0.32187212,0.090434968,140,"Tallahassee,FL"
110212,0.30803239,-0.077253379,140,"Tallahassee,FL"
100046,0.31874728,0.052573074,141,"Tampa,FL"
100069,0.29842106,-0.19370872,141,"Tampa,FL"
100075,0.3352707,0.25277835,141,"Tampa,FL"
100128,0.32390681,0.11508825,141,"Tampa,FL"
100173,0.34530774,0.37439162,141,"Tampa,FL"
100206,0.38887885,0.90231901,141,"Tampa,FL"
100211,0.33038169,0.19354086,141,"Tampa,FL"
100243,0.34217438,0.33642644,141,"Tampa,FL"
100255,0.37363771,0.71765035,141,"Tampa,FL"
100259,0.34960195,0.42642227,141,"Tampa,FL"
110007,0.27433369,-0.48556221,142,"Albany,GA"
110044,0.31145814,-0.035745468,142,"Albany,GA"
110163,0.2572372,-0.69271106,142,"Albany,GA"
110001,0.31624439,0.022246944,144,"Atlanta,GA"
110005,0.33407855,0.23833367,144,"Atlanta,GA"
110006,0.26498461,-0.59883988,144,"Atlanta,GA"
110008,0.33260736,0.22050805,144,"Atlanta,GA"
110010,0.28720683,-0.32958537,144,"Atlanta,GA"
110011,0.31565067,0.015053139,144,"Atlanta,GA"
110015,0.296112,-0.22168626,144,"Atlanta,GA"
110016,0.26839727,-0.55749047,144,"Atlanta,GA"
110018,0.30005437,-0.17391871,144,"Atlanta,GA"
110026,0.33931667,0.30180106,144,"Atlanta,GA"
110027,0.3055827,-0.10693495,144,"Atlanta,GA"
110029,0.27791902,-0.44212061,144,"Atlanta,GA"
110030,0.27345806,-0.49617165,144,"Atlanta,GA"
110031,0.28010982,-0.41557592,144,"Atlanta,GA"
110032,0.33693215,0.27290922,144,"Atlanta,GA"
110035,0.31367481,-0.008887327,144,"Atlanta,GA"
110040,0.31733266,0.035432816,144,"Atlanta,GA"
110041,0.26674309,-0.57753325,144,"Atlanta,GA"
110042,0.31211048,-0.027841385,144,"Atlanta,GA"
110045,0.29496545,-0.23557843,144,"Atlanta,GA"
110046,0.37326956,0.71318972,144,"Atlanta,GA"
110050,0.29542607,-0.22999731,144,"Atlanta,GA"
110051,0.24975653,-0.78335017,144,"Atlanta,GA"
110059,0.33770093,0.28222412,144,"Atlanta,GA"
110074,0.26110339,-0.64586645,144,"Atlanta,GA"
110076,0.31989628,0.066494867,144,"Atlanta,GA"
110078,0.30713829,-0.088086694,144,"Atlanta,GA"
110079,0.28507555,-0.35540897,144,"Atlanta,GA"
110082,0.27642989,-0.46016362,144,"Atlanta,GA"
110083,0.27694893,-0.45387474,144,"Atlanta,GA"
110087,0.29426941,-0.24401189,144,"Atlanta,GA"
110091,0.30354968,-0.131568,144,"Atlanta,GA"
110115,0.29854202,-0.19224301,144,"Atlanta,GA"
110143,0.30210277,-0.14909934,144,"Atlanta,GA"
110161,0.28740314,-0.32720682,144,"Atlanta,GA"
110165,0.29265857,-0.26352963,144,"Atlanta,GA"
110183,0.29704353,-0.2103994,144,"Atlanta,GA"
110184,0.31520155,0.009611386,144,"Atlanta,GA"
110187,0.27962166,-0.4214907,144,"Atlanta,GA"
110189,0.34621787,0.38541919,144,"Atlanta,GA"
110191,0.26745784,-0.56887305,144,"Atlanta,GA"
110192,0.27795872,-0.44163963,144,"Atlanta,GA"
110198,0.25901869,-0.67112565,144,"Atlanta,GA"
110203,0.26135761,-0.64278626,144,"Atlanta,GA"
110205,0.33040342,0.1938041,144,"Atlanta,GA"
110215,0.25007698,-0.77946746,144,"Atlanta,GA"
110219,0.29977649,-0.1772856,144,"Atlanta,GA"
110225,0.31756267,0.038219772,144,"Atlanta,GA"
110226,0.27902597,-0.42870834,144,"Atlanta,GA"
110229,0.25751743,-0.68931562,144,"Atlanta,GA"
110230,0.30001885,-0.17434914,144,"Atlanta,GA"
340160,0.35902524,0.54059911,144,"Atlanta,GA"
110028,0.30405542,-0.12544017,145,"Augusta,GA"
110034,0.33499876,0.24948332,145,"Augusta,GA"
110039,0.3064056,-0.0969643,145,"Augusta,GA"
110086,0.30660316,-0.094570577,145,"Augusta,GA"
110100,0.29983914,-0.17652656,145,"Augusta,GA"
110109,0.32189846,0.090754181,145,"Augusta,GA"
110111,0.31169096,-0.03292457,145,"Augusta,GA"
110113,0.32783884,0.16273049,145,"Augusta,GA"
110177,0.29962599,-0.17910914,145,"Augusta,GA"
420082,0.32460445,0.1235412,145,"Augusta,GA"
10168,0.33886662,0.29634812,146,"Columbus,GA"
110064,0.30038854,-0.16986972,146,"Columbus,GA"
110129,0.25346747,-0.73838675,146,"Columbus,GA"
110186,0.25974983,-0.66226685,146,"Columbus,GA"
110002,0.33890158,0.29677168,147,"Macon,GA"
110069,0.31646693,0.024943264,147,"Macon,GA"
110073,0.3226954,0.10041031,147,"Macon,GA"
110092,0.32333812,0.10819776,147,"Macon,GA"
110104,0.34396416,0.35811222,147,"Macon,GA"
110107,0.30491063,-0.11507808,147,"Macon,GA"
110125,0.26197371,-0.63532132,147,"Macon,GA"
110135,0.35399246,0.47961965,147,"Macon,GA"
110150,0.26557979,-0.59162837,147,"Macon,GA"
110153,0.34880456,0.41676074,147,"Macon,GA"
110164,0.2904824,-0.28989702,147,"Macon,GA"
110190,0.32656574,0.14730509,147,"Macon,GA"
110201,0.29702196,-0.21066085,147,"Macon,GA"
10022,0.33286238,0.22359797,148,"Rome,GA"
110023,0.26688048,-0.57586861,148,"Rome,GA"
110054,0.30914268,-0.063800655,148,"Rome,GA"
110168,0.26406446,-0.60998881,148,"Rome,GA"
110024,0.28714138,-0.33037835,149,"Savannah,GA"
110036,0.29754364,-0.20433982,149,"Savannah,GA"
110043,0.29233888,-0.26740313,149,"Savannah,GA"
110071,0.29219261,-0.26917541,149,"Savannah,GA"
110075,0.33779386,0.28335002,149,"Savannah,GA"
110124,0.39300162,0.9522723,149,"Savannah,GA"
110128,0.29276782,-0.26220584,149,"Savannah,GA"
110142,0.32158232,0.086923651,149,"Savannah,GA"
420067,0.28321424,-0.37796137,149,"Savannah,GA"
420080,0.28030464,-0.4132154,149,"Savannah,GA"
120001,0.22301751,-1.1073322,150,"Honolulu,HI"
120002,0.23797831,-0.92606044,150,"Honolulu,HI"
120004,0.28910193,-0.30662349,150,"Honolulu,HI"
120005,0.25327277,-0.74074578,150,"Honolulu,HI"
120006,0.26235914,-0.63065124,150,"Honolulu,HI"
120007,0.2527689,-0.74685091,150,"Honolulu,HI"
120010,0.27897063,-0.4293789,150,"Honolulu,HI"
120011,0.24847172,-0.79891747,150,"Honolulu,HI"
120014,0.25616828,-0.70566255,150,"Honolulu,HI"
120019,0.23136736,-1.0061617,150,"Honolulu,HI"
120022,0.22377017,-1.0982127,150,"Honolulu,HI"
120026,0.27007648,-0.53714442,150,"Honolulu,HI"
120027,0.31729224,0.034943163,150,"Honolulu,HI"
120028,0.28572524,-0.34753701,150,"Honolulu,HI"
130002,0.27655962,-0.45859176,151,"Boise,ID"
130006,0.21407853,-1.215641,151,"Boise,ID"
130007,0.23228565,-0.99503529,151,"Boise,ID"
130013,0.29164088,-0.27586043,151,"Boise,ID"
130014,0.27980265,-0.41929775,151,"Boise,ID"
380052,0.237313,-0.93412161,151,"Boise,ID"
130018,0.22642407,-1.0660568,152,"Idaho Falls,ID"
130025,0.28156054,-0.39799836,152,"Idaho Falls,ID"
140029,0.32831758,0.16853118,154,"Aurora,IL"
140174,0.35174432,0.45238021,154,"Aurora,IL"
140242,0.30108356,-0.16144854,154,"Aurora,IL"
140062,0.3521781,0.457636,155,"Blue Island,IL"
140118,0.39057454,0.92286479,155,"Blue Island,IL"
140172,0.38983884,0.91395068,155,"Blue Island,IL"
140179,0.37176737,0.69498855,155,"Blue Island,IL"
140191,0.33540636,0.25442207,155,"Blue Island,IL"
140208,0.37814027,0.77220547,155,"Blue Island,IL"
140250,0.35106593,0.44416052,155,"Blue Island,IL"
140301,0.32150483,0.085984796,155,"Blue Island,IL"
140018,0.3543227,0.483621,156,"Chicago,IL"
140048,0.31250525,-0.023058275,156,"Chicago,IL"
140068,0.32450426,0.12232719,156,"Chicago,IL"
140082,0.42233124,1.3076433,156,"Chicago,IL"
140083,0.35607457,0.50484747,156,"Chicago,IL"
140088,0.33134192,0.20517544,156,"Chicago,IL"
140095,0.39114302,0.92975271,156,"Chicago,IL"
140103,0.36755502,0.64394981,156,"Chicago,IL"
140114,0.44536245,1.5866998,156,"Chicago,IL"
140115,0.43222925,1.4275721,156,"Chicago,IL"
140117,0.38659063,0.87459385,156,"Chicago,IL"
140119,0.34307769,0.34737134,156,"Chicago,IL"
140124,0.34470215,0.36705408,156,"Chicago,IL"
140133,0.3514725,0.44908664,156,"Chicago,IL"
140150,0.38780746,0.88933748,156,"Chicago,IL"
140151,0.36775154,0.64633089,156,"Chicago,IL"
140158,0.34746498,0.40052971,156,"Chicago,IL"
140177,0.37518209,0.73636281,156,"Chicago,IL"
140180,0.38933679,0.90786761,156,"Chicago,IL"
140181,0.43751666,1.4916368,156,"Chicago,IL"
140182,0.44224587,1.548938,156,"Chicago,IL"
140197,0.38513064,0.85690403,156,"Chicago,IL"
140206,0.33114335,0.20276944,156,"Chicago,IL"
140224,0.36992449,0.67265928,156,"Chicago,IL"
140251,0.3636333,0.59643251,156,"Chicago,IL"
140281,0.35391062,0.4786281,156,"Chicago,IL"
140300,0.33496487,0.24907275,156,"Chicago,IL"
140030,0.35979053,0.54987174,158,"Elgin,IL"
140116,0.34114027,0.32389668,158,"Elgin,IL"
140217,0.31295741,-0.01757969,158,"Elgin,IL"
140290,0.35591835,0.50295454,158,"Elgin,IL"
140291,0.36778662,0.64675587,158,"Elgin,IL"
140010,0.33690971,0.27263731,161,"Evanston,IL"
140051,0.40007365,1.0379602,161,"Evanston,IL"
140080,0.42085567,1.2897646,161,"Evanston,IL"
140130,0.29911241,-0.18533196,161,"Evanston,IL"
140223,0.37816715,0.77253115,161,"Evanston,IL"
140252,0.38246685,0.82462829,161,"Evanston,IL"
140122,0.34783879,0.40505898,163,"Hinsdale,IL"
140231,0.33209479,0.21429752,163,"Hinsdale,IL"
140288,0.33916542,0.29996848,163,"Hinsdale,IL"
140304,0.33565882,0.25748092,163,"Hinsdale,IL"
140007,0.37346634,0.71557403,164,"Joliet,IL"
140101,0.35263968,0.46322867,164,"Joliet,IL"
140155,0.36291903,0.58777803,164,"Joliet,IL"
140186,0.32328203,0.10751817,164,"Joliet,IL"
140213,0.3903892,0.92061913,164,"Joliet,IL"
140008,0.34076038,0.31929377,166,"Melrose Park,IL"
140049,0.29929042,-0.1831751,166,"Melrose Park,IL"
140054,0.36134419,0.5686965,166,"Melrose Park,IL"
140063,0.30489659,-0.11524816,166,"Melrose Park,IL"
140065,0.34441769,0.36360741,166,"Melrose Park,IL"
140200,0.34324333,0.34937832,166,"Melrose Park,IL"
140211,0.30640265,-0.097000048,166,"Melrose Park,IL"
140240,0.37667048,0.7543968,166,"Melrose Park,IL"
140258,0.33504158,0.25000221,166,"Melrose Park,IL"
140276,0.33111995,0.20248599,166,"Melrose Park,IL"
140292,0.3959063,0.98746675,166,"Melrose Park,IL"
140001,0.31207651,-0.028253037,170,"Peoria,IL"
140013,0.28967699,-0.29965574,170,"Peoria,IL"
140026,0.31868777,0.051851962,170,"Peoria,IL"
140040,0.37984616,0.79287475,170,"Peoria,IL"
140064,0.33891281,0.29690781,170,"Peoria,IL"
140067,0.34040931,0.31504002,170,"Peoria,IL"
140110,0.30808195,-0.07665287,170,"Peoria,IL"
140120,0.32068419,0.076041587,170,"Peoria,IL"
140143,0.29732782,-0.20695488,170,"Peoria,IL"
140209,0.32155472,0.086589269,170,"Peoria,IL"
140234,0.33522359,0.25220743,170,"Peoria,IL"
140012,0.28447515,-0.36268365,171,"Rockford,IL"
140043,0.34517193,0.37274608,171,"Rockford,IL"
140160,0.29699153,-0.21102951,171,"Rockford,IL"
140176,0.3632566,0.59186822,171,"Rockford,IL"
140228,0.3195664,0.062497865,171,"Rockford,IL"
140233,0.32531154,0.13210861,171,"Rockford,IL"
140239,0.31327772,-0.013698603,171,"Rockford,IL"
140286,0.33727166,0.27702284,171,"Rockford,IL"
140015,0.32232696,0.095946051,172,"Springfield,IL"
140019,0.29134983,-0.27938691,172,"Springfield,IL"
140032,0.35064697,0.4390842,172,"Springfield,IL"
140053,0.30643725,-0.096580811,172,"Springfield,IL"
140058,0.31576261,0.016409425,172,"Springfield,IL"
140089,0.26684487,-0.57630008,172,"Springfield,IL"
140135,0.30113655,-0.16080651,172,"Springfield,IL"
140148,0.31111279,-0.039929878,172,"Springfield,IL"
140166,0.33481973,0.2473142,172,"Springfield,IL"
140091,0.28921911,-0.30520365,173,"Urbana,IL"
140093,0.4046706,1.0936589,173,"Urbana,IL"
140113,0.33550787,0.25565195,173,"Urbana,IL"
140167,0.36634886,0.6293354,173,"Urbana,IL"
140189,0.31981438,0.065502569,173,"Urbana,IL"
140127,0.32111245,0.081230573,175,"Bloomington,IL"
140161,0.25791758,-0.68446714,175,"Bloomington,IL"
140162,0.28674236,-0.33521309,175,"Bloomington,IL"
140147,0.33966607,0.30603459,179,"Evansville,IN"
140210,0.29782981,-0.20087254,179,"Evansville,IN"
150042,0.34014776,0.31187102,179,"Evansville,IN"
150061,0.35326377,0.47079045,179,"Evansville,IN"
150082,0.31300443,-0.017009877,179,"Evansville,IN"
150100,0.30649689,-0.095858254,179,"Evansville,IN"
150115,0.27748859,-0.44733596,179,"Evansville,IN"
180056,0.36989653,0.6723206,179,"Evansville,IN"
150017,0.3322382,0.21603513,180,"Fort Wayne,IN"
150021,0.28991163,-0.2968128,180,"Fort Wayne,IN"
150045,0.29667899,-0.21481636,180,"Fort Wayne,IN"
150047,0.28758398,-0.32501566,180,"Fort Wayne,IN"
150075,0.30879772,-0.067980371,180,"Fort Wayne,IN"
150091,0.35681826,0.51385832,180,"Fort Wayne,IN"
150101,0.30072093,-0.16584238,180,"Fort Wayne,IN"
150133,0.25703874,-0.69511557,180,"Fort Wayne,IN"
150146,0.29850549,-0.19268572,180,"Fort Wayne,IN"
150150,0.29919893,-0.18428369,180,"Fort Wayne,IN"
360071,0.2963123,-0.21925932,180,"Fort Wayne,IN"
360121,0.29235888,-0.26716083,180,"Fort Wayne,IN"
360270,0.32702762,0.1529014,180,"Fort Wayne,IN"
150002,0.36204204,0.57715201,181,"Gary,IN"
150015,0.32723743,0.15544352,181,"Gary,IN"
150034,0.33912975,0.29953626,181,"Gary,IN"
150035,0.33320892,0.22779682,181,"Gary,IN"
150102,0.31909594,0.056797564,181,"Gary,IN"
150126,0.36841446,0.65436316,181,"Gary,IN"
